Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
avocat-bio-a-lunite,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-1-Avocat-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone.jpg?v=1596757556,3,Avocat bio à l'unité Background,,,,,,,,,,,,,,,,,,,,,
igname-st-vincent-divin-1kg,Igname Saint-Vincent bio 1kg,"Ce légume pays est arrivé en même temps que les esclaves en Martinique. Ce tubercule leur était d'ailleurs réservé car considéré comme moins noble. Aujourd'hui nous le dégustons toute l'année en gratin, en frite ou encore en purée. N'attendez pas le traditionnel cochon des fêtes de fin d'année pour profiter de ses vertus pour la tension, le diabète et ses anti-oxydants.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,légume,"Bio, Catégorie_Légumes, Félix pognon, igname, igname st vincent divin, Légume, Racine, Robert",false,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Igname-saint-st-vincent-22-divin-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone.jpg?v=1577965372,1,,false,,,,,,,,,,,,,,,,,kg,,7.00,active
igname-st-vincent-divin-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-1-Igname-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone_22202192-79de-4a8c-bbb4-c020c7e0faea.jpg?v=1578000876,2,Igname st Vincent divin bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
igname-pyramide-1kg,Igname Pyramide bio 1kg,"Ce légume pays est arrivé en même temps que les esclaves en Martinique. Ce tubercule leur était d'ailleurs réservé car considéré comme moins noble. Aujourd'hui nous le dégustons toute l'année en gratin, en frite ou encore en purée. N'attendez pas le traditionnel cochon des fêtes de fin d'année pour profiter de ses vertus pour la tension, le diabète et ses anti-oxydants.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,légume,"Bio, Félix pognon, igname, igname pyramide, Légume, Producteurs_Felix Pognon, Racine, Robert",false,Poids,1kg,,,,,"",0.0,shopify,4,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Igname-pyramide-22-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone.jpg?v=1577965350,1,,false,,,,,,,,,,,,,,,,,kg,,7.00,active
igname-pyramide-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-1-Igname-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone.jpg?v=1578000855,2,Igname pyramide bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
igname-st-vincent-1kg,Igname St Vincent Divin bio 1kg,"Ce légume pays est arrivé en même temps que les esclaves en Martinique. Ce tubercule leur était d'ailleurs réservé car considéré comme moins noble. Aujourd'hui nous le dégustons toute l'année en gratin, en frite ou encore en purée. N'attendez pas le traditionnel cochon des fêtes de fin d'année pour profiter de ses vertus pour la tension, le diabète et ses anti-oxydants.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,légume,"Bio, Catégorie_Légumes, Félix pognon, igname, igname st vincent, Producteurs_Felix Pognon, Racine, Robert",false,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Igname-33-saint-st-vincent-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone.jpg?v=1577965181,1,,false,,,,,,,,,,,,,,,,,kg,,7.00,active
igname-st-vincent-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-1-Igname-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone_c17e4254-47fe-43be-a145-b8ac7dd8c419.jpg?v=1578000866,2,Igname st Vincent bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
citron-vert-bio-250g,Citron vert bio 500g,"Introduit au 16e siècle par les espagnols, le citron est maintenant indissociable de la cuisine martiniquaise. En assaisonnement avec le jus et en pâtisserie avec le zeste, il ne devrait rester que les pépins à planter.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/ferme-morne-capot"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Ferme du morne Capot,,fruit,"Bio, Catégorie_Fruits, citron, Ferme du morne capot, Fruit, lorrain, Michel  Larougery, Producteurs_Ferme du Morne Capot",false,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Citron-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio.jpg?v=1574633788,1,,false,,,,,,,,,,,,,,,,,kg,,2.76,active
citron-vert-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Citron-vert-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio.jpg?v=1577824708,2,Citron vert bio Background,,,,,,,,,,,,,,,,,,,,,
copie-de-farine-de-manioc-curcuma-bio-250g,Farine de manioc curcuma bio 250g,"Raymond fait partie de ces hommes que l'on qualifie d'artisans de la terre. Installé vers le François ce passionné a fait du manioc son produit phare. Le manioc amer, impropre a la consommation, doit être transformé en farine pour profiter de ses vertus énergétique. Ici une version  de son produit phare avec curcuma.",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, curcuma, farine, François, jardin kalbanat, Légume, manioc, Raymond rijo",true,Poids,sachet de 250g,,,,,"",0.0,shopify,3,deny,manual,9.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0190.jpg?v=1643814002,1,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
copie-de-farine-de-manioc-curcuma-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/farinecurcumapetit.jpg?v=1643814002,2,,,,,,,,,,,,,,,,,,,,,,
farine-de-manioc-curcuma-bio-500g,Farine de manioc curcuma bio 500g,"Raymond fait partie de ces hommes que l'on qualifie d'artisans de la terre. Installé vers le François ce passionné a fait du manioc son produit phare. Le manioc amer, impropre a la consommation, doit être transformé en farine pour profiter de ses vertus énergétique. Ici une version  de son produit phare avec curcuma.",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, curcuma, farine, François, jardin kalbanat, Légume, manioc, Raymond rijo",true,Poids,sachet de 500g,,,,,"",0.0,shopify,0,deny,manual,12.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/farinecurcumagrand.jpg?v=1589292446,1,,false,,,,,,,,,,,,,,,,,kg,,9.00,active
farine-de-fruit-a-pain-bio-250g,Farine de fruit à pain bio 250g,"Le jardin de kalbanat est aussi un livre d'histoire, la technique employée pour la transformation en farine est ancestrale et à taille humaine. Cette farine contribuera à une alimentation saine durant tout le repas. Des accras aux pâtisseries cette farine rentrera vite dans votre quotidien.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/jadin-kalbanat-prod"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, farine, François, fruit à pain, jardin kalbanat, Légume, Producteurs_Maison du manioc jadkaprod, Raymond rijo",true,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,7.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-fruit-a-pain-250-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574617781,1,,false,,,,,,,,,,,,,,,,,kg,,5.00,active
farine-de-fruit-a-pain-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-fruit-a-pain-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000744,2,Farine de fruit à pain bio 250g Background,,,,,,,,,,,,,,,,,,,,,
groseille-peyi-2,Groseille peyi bio 250g,"Connu aussi sous le nom de bissap, l'hibiscus arrive au cours du 17e siècle aux Antilles. Cet incontournable des fêtes de fin d'année se dégustera en sirop ou en confiture.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Ferme du morne Capot,,Plante,"Bio, Catégorie_Plantes, Fruit, groseille peyi",false,Poids,250g,,,,,"",0.0,shopify,10,deny,manual,2.45,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Groseille-peyi-bio-Martinique-Ecologie-agroecologie-agriculture-bio.jpg?v=1574301311,1,,false,,,,,,,,,,,,,,,,,kg,,1.75,active
groseille-peyi-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Groseille-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local.jpg?v=1574640932,2,Groseille peyi bio 250g Background,,,,,,,,,,,,,,,,,,,,,
preparation-pizmanioc-bio,Préparation piz'manioc bio,"Voici la base de vos piz'maniocs, une pâte à pizza au manioc. Qui a dit que manger sain n'était pas compatible avec la gourmandise, voilà la preuve avec cette pâte 100% manioc.",Maison du manioc - JadKaPro,,préparation,"Bio, Catégorie_Légumes, farine, François, jardin kalbanat, Légume, manioc, piz'manioc, pizza, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
preparation-kassav-bio,Préparation Kassav bio 500g,"<p>Cette préparation est élaborée par Raymond, qui nous livre sa recette de kassav et pizz'manioc, afin de restaurer les plus gourmands en 5 minutes. Ces galettes moelleuses se dégustent aussi bien nature qu'avec de la confiture, de la morue etc.</p>
<p>Recette de la pizz'manioc : https://youtu.be/1xQ8TkTeU_4</p>
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/jadin-kalbanat-prod"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Maison du manioc - JadKaPro,,préparation,"Bio, Catégorie_Légumes, farine, François, jardin kalbanat, kassav, Légume, manioc, Raymond rijo",false,Poids,500g,,,,,"",0.0,shopify,97,deny,manual,11.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-kassav-pizz-manyok-500-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicina_37d62c03-e9d9-4492-be4d-dff3fc4cde5b.jpg?v=1574617668,1,,false,,,,,,,,,,,,,,,,,kg,,8.00,active
preparation-kassav-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-manyok-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_4fe5a0d2-b75c-4a94-a6f7-d68fb2420af1.jpg?v=1574642454,2,Préparation Kassav bio 500g Background,,,,,,,,,,,,,,,,,,,,,
cacao-torrefie-bio,Cacao torréfié bio,"La Martinique fut l'un des premiers centres de productions du cacao vers 1700. Mais une tempête ayant tout ravagée, les colons se tourne vers le café. Raymond nous propose des fèves torréfiées qui se consomment comme des cacahuètes. C'est un bon moyen d'avoir sa ration journalière en magnésium avec seulement 4 fèves.",Maison du manioc - JadKaPro,,préparation,"Bio, cacao, Catégorie_Fruits, François, Fruit, jardin kalbanat, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
farine-de-banane-bio,Farine de bananes bio,"Cette poudre fine à texture rustique a une très légère saveur, elle rentrera dans l'élaboration de vos pâtisseries sans dénaturer le goût final. Riche en amidon et en minéraux cette farine est une alternative pour les personnes sensibles au gluten.",Maison du manioc - JadKaPro,,farine,"banane, Bio, Catégorie_Fruits, farine, François, Fruit, jardin kalbanat, Raymond rijo, related-banane-bio",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
farine-de-patate-douce-bio,Farine de patate douce bio 250g,"La farine de patate douce peut remplacer la farine de blé dans de nombreuses recettes avec les mêmes dosages, il est donc simple de profiter de ses bien-faits. La légèreté et le moelleux apportée par cette farine vous fera oublier la farine de blé.",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, farine, François, jardin kalbanat, Légume, patate douce, Raymond rijo",true,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/farinepatate.jpg?v=1602266903,1,,false,,,,,,,,,,,,,,,,,kg,,7.00,active
farine-de-patate-douce-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-patate-douce-250-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1602266903,2,,,,,,,,,,,,,,,,,,,,,,
farine-de-patate-douce-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-patate-douce-250-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1602266903,3,Farine de patate douce bio 250g Background,,,,,,,,,,,,,,,,,,,,,
farine-de-fruit-a-pain-bio,Farine de fruit à pain bio 500g,"Le jardin de kalbanat est aussi un livre d'histoire, la technique employée pour la transformation en farine est ancestrale et à taille humaine. Cette farine contribuera à une alimentation saine durant tout le repas. Des accras aux pâtisseries cette farine rentrera vite dans votre quotidien.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/jadin-kalbanat-prod"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, farine, François, fruit à pain, jardin kalbanat, Légume, Raymond rijo",true,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,12.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-fruit-a-pain-500-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574617804,1,,false,,,,,,,,,,,,,,,,,kg,,9.00,active
farine-de-fruit-a-pain-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-fruit-a-pain-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_e8c60299-2457-4faa-ab0b-b213db8ffba0.jpg?v=1574638406,2,Farine de fruit à pain bio 500g Background,,,,,,,,,,,,,,,,,,,,,
farine-de-manioc-fine-bio,Farine de manioc fine bio 250g,"Raymond fait partie de ces hommes que l'on qualifie d'artisans de la terre. Installé vers le François ce passionné a fait du manioc son produit phare. Le manioc amer impropre a la consommation doit être transformé en farine pour profiter de ses vertus énergétique.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/jadin-kalbanat-prod"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Maison du manioc - JadKaPro,,Epicerie,"Bio, Catégorie_Légumes, farine, François, jardin kalbanat, Légume, manioc, Raymond rijo",true,Poids,250g,,,,,"",0.0,shopify,11,deny,manual,8.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-manyok-tres-fine-250-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinale.jpg?v=1574617838,1,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
farine-de-manioc-fine-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-manyok-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574638612,2,Farine de manioc fine bio 250g Background,,,,,,,,,,,,,,,,,,,,,
farine-de-manioc-traditionnelle-bio,Farine de manioc bio 500g,"Raymond fait partie de ces hommes que l'on qualifie d'artisans de la terre. Installé vers le François ce passionné a fait du manioc son produit phare. Le manioc amer impropre a la consommation doit être transformé en farine pour profiter de ses vertus énergétique.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/jadin-kalbanat-prod"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Maison du manioc - JadKaPro,,Epicerie,Grand panier,true,Poids,500g,,,,,"",0.0,shopify,9,deny,manual,11.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Farine-manyok-500-grammes-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1574617870,1,,false,,,,,,,,,,,,,,,,,kg,,8.00,active
farine-de-manioc-traditionnelle-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Farine-manyok-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_85d624a7-2abd-46e2-9e9d-d6fed569f0e1.jpg?v=1578000735,2,Farine de manioc bio 500g Background,,,,,,,,,,,,,,,,,,,,,
corossol-bio-2,Corossol bio,"Ce fruit pousse toute l'année pour notre plus grand plaisir. Consommé cru ou en sorbet la douceur de ce fruit ne laisse pas indifférent. Je vous conseil le démarrage bio avec un smoothie corossol, ananas, banane pour tenir jusqu'à midi.",Maison du manioc - JadKaPro,,fruit,"Bio, Catégorie_Fruits, corossol, François, Fruit, jardin kalbanat, Raymond rijo, related-corossol-bio",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
pomme-liane-bio,Pomme liane bio,"Ce fruit a une odeur très fleurie, sa chair est semblable a celle du maracudja. D'ailleurs ils font partis tous deux de la famille passiflore. Pour les différencier la pomme liane a un léger duvet sur sa peau.",Maison du manioc - JadKaPro,,fruit,"Bio, Catégorie_Fruits, François, Fruit, jardin kalbanat, pomme liane, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
maracudja-bio,Maracudja bio,"Ce fruit originaire du Brésil pousse toute l'année en Martinique. Nous le trouvons dans beaucoup de gourmandises peyi, punch, confiture, confit. Mais la meilleur manière de bénéficier de ses vertus est de le manger cru.",Maison du manioc - JadKaPro,,fruit,"Bio, Catégorie_Fruits, François, Fruit, fruit de la passion, jardin kalbanat, maracudja, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
kumquat-bio,Kumquat bio 250g,"Ce fruit petit et ovale se mange avec sa peau très fine,  sa chair est légèrement acidulée. Originaire d'extrême Orient ce fruit s'est acclimaté facilement chez nous pour garnir nos pâtisseries, le déguster en confit ou compote.",Maison du manioc - JadKaPro,,fruit,"Bio, Catégorie_Fruits, François, Fruit, jardin kalbanat, kumquat, Raymond rijo",false,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,2.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Kumquat-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1577832955,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
kumquat-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Kumquat-maison-du-manioc-Jadkaprod-Jadin-Kalbanat-Production-Raymond-RIJO--producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales.jpg?v=1578000981,2,Kumquat bio 250g Background,,,,,,,,,,,,,,,,,,,,,
citron-vert-bio,Citron vert bio,"Introduit au 16e siècle par les espagnols, le citron est maintenant indissociable de la cuisine martiniquaise. En assaisonnement avec le jus et en pâtisserie avec le zeste, il ne devrait rester que les pépins à planter.",Maison du manioc - JadKaPro,,fruit,"Bio, Catégorie_Fruits, citron, François, Fruit, jardin kalbanat, Raymond rijo",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,false,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,active
